Gender,Age,Waist,TotalHeight,source
1.0,65.0,123.7,180.9,NHANES
2.0,53.0,120.5,157.8,NHANES
2.0,75.0,93.6,158.1,NHANES
1.0,57.0,102.6,172.4,NHANES
2.0,80.0,64.6,159.1,NHANES
1.0,21.0,88.7,168.5,NHANES
2.0,30.0,102.2,173.7,NHANES
2.0,70.0,80.4,154.0,NHANES
2.0,58.0,77.4,166.3,NHANES
2.0,70.0,102.2,166.9,NHANES
2.0,56.0,90.0,146.1,NHANES
1.0,67.0,114.6,190.7,NHANES
1.0,60.0,73.4,171.3,NHANES
1.0,39.0,115.3,180.1,NHANES
2.0,74.0,103.4,158.9,NHANES
2.0,57.0,133.1,150.2,NHANES
2.0,27.0,88.4,164.9,NHANES
2.0,42.0,77.5,153.7,NHANES
1.0,59.0,102.0,175.9,NHANES
2.0,62.0,82.7,154.0,NHANES
2.0,65.0,113.2,151.7,NHANES
1.0,37.0,108.3,173.4,NHANES
2.0,33.0,158.3,170.1,NHANES
2.0,25.0,82.0,163.6,NHANES
1.0,74.0,104.9,184.0,NHANES
1.0,42.0,80.6,169.2,NHANES
2.0,52.0,115.5,160.3,NHANES
2.0,64.0,93.0,161.2,NHANES
1.0,60.0,85.0,168.0,NHANES
1.0,66.0,100.8,171.6,NHANES
1.0,63.0,97.6,161.1,NHANES
1.0,30.0,88.6,181.8,NHANES
1.0,78.0,95.2,166.4,NHANES
2.0,51.0,83.4,169.1,NHANES
1.0,75.0,120.7,181.2,NHANES
1.0,38.0,87.2,174.8,NHANES
1.0,57.0,114.8,172.7,NHANES
1.0,51.0,108.4,172.2,NHANES
1.0,23.0,88.9,177.8,NHANES
2.0,73.0,88.2,161.6,NHANES
2.0,50.0,132.1,171.2,NHANES
1.0,69.0,97.2,172.7,NHANES
1.0,76.0,117.5,169.1,NHANES
1.0,75.0,105.9,183.0,NHANES
2.0,80.0,110.7,160.7,NHANES
1.0,68.0,122.4,186.8,NHANES
1.0,68.0,117.2,165.0,NHANES
1.0,80.0,95.4,158.4,NHANES
2.0,68.0,87.0,156.8,NHANES
2.0,48.0,120.5,166.1,NHANES
1.0,68.0,97.5,168.1,NHANES
1.0,44.0,95.8,170.4,NHANES
2.0,55.0,129.2,169.6,NHANES
1.0,26.0,81.8,181.1,NHANES
1.0,60.0,95.3,189.8,NHANES
1.0,20.0,124.4,177.6,NHANES
2.0,66.0,106.1,141.3,NHANES
1.0,32.0,129.4,179.6,NHANES
2.0,18.0,79.3,171.7,NHANES
2.0,59.0,113.6,167.1,NHANES
1.0,48.0,96.6,177.3,NHANES
2.0,76.0,102.2,158.6,NHANES
1.0,60.0,125.7,175.2,NHANES
1.0,66.0,100.2,185.0,NHANES
2.0,74.0,109.2,161.7,NHANES
2.0,51.0,141.0,158.9,NHANES
2.0,40.0,92.2,163.2,NHANES
2.0,72.0,104.7,152.3,NHANES
2.0,24.0,95.9,160.6,NHANES
2.0,66.0,107.1,153.1,NHANES
1.0,18.0,89.6,168.5,NHANES
2.0,41.0,83.7,153.4,NHANES
2.0,62.0,87.0,163.2,NHANES
1.0,60.0,84.9,173.3,NHANES
1.0,46.0,123.7,177.3,NHANES
1.0,33.0,94.1,163.0,NHANES
1.0,71.0,85.0,173.2,NHANES
2.0,61.0,91.6,166.9,NHANES
1.0,31.0,133.4,181.1,NHANES
1.0,59.0,117.1,196.2,NHANES
2.0,64.0,128.9,158.2,NHANES
2.0,37.0,119.5,160.1,NHANES
1.0,34.0,109.9,151.8,NHANES
2.0,65.0,97.9,166.6,NHANES
1.0,56.0,94.9,174.5,NHANES
1.0,71.0,111.8,171.5,NHANES
1.0,78.0,121.5,170.6,NHANES
2.0,80.0,89.2,163.8,NHANES
1.0,63.0,91.5,177.3,NHANES
1.0,41.0,105.2,178.3,NHANES
1.0,45.0,104.4,166.4,NHANES
2.0,67.0,88.6,163.4,NHANES
1.0,42.0,117.6,182.0,NHANES
1.0,46.0,134.3,178.8,NHANES
2.0,77.0,78.2,149.7,NHANES
2.0,68.0,108.2,159.6,NHANES
1.0,63.0,110.5,183.6,NHANES
1.0,41.0,63.5,156.4,NHANES
1.0,50.0,92.4,165.6,NHANES
2.0,34.0,98.4,161.9,NHANES
2.0,62.0,113.8,154.8,NHANES
1.0,37.0,80.0,168.8,NHANES
2.0,58.0,101.1,151.4,NHANES
2.0,32.0,78.5,161.1,NHANES
2.0,66.0,90.4,167.4,NHANES
1.0,61.0,77.1,165.2,NHANES
2.0,80.0,95.7,162.0,NHANES
2.0,63.0,91.2,165.0,NHANES
2.0,60.0,73.6,152.6,NHANES
1.0,80.0,97.6,182.3,NHANES
2.0,79.0,118.0,156.0,NHANES
2.0,70.0,87.0,162.4,NHANES
1.0,64.0,82.5,170.8,NHANES
1.0,80.0,95.2,173.1,NHANES
1.0,74.0,87.7,165.5,NHANES
2.0,41.0,96.4,172.0,NHANES
2.0,57.0,103.9,145.8,NHANES
1.0,56.0,152.7,166.2,NHANES
2.0,61.0,89.2,166.2,NHANES
1.0,77.0,124.3,167.5,NHANES
1.0,28.0,86.5,180.4,NHANES
2.0,46.0,111.4,155.3,NHANES
1.0,20.0,88.5,167.8,NHANES
2.0,30.0,103.6,162.3,NHANES
1.0,42.0,99.0,169.0,NHANES
2.0,61.0,97.5,163.6,NHANES
1.0,58.0,89.1,179.7,NHANES
1.0,37.0,98.9,173.6,NHANES
1.0,20.0,75.9,174.2,NHANES
2.0,71.0,120.7,144.5,NHANES
1.0,20.0,70.6,184.9,NHANES
2.0,61.0,127.1,160.3,NHANES
1.0,27.0,96.3,182.7,NHANES
1.0,62.0,106.3,156.2,NHANES
2.0,26.0,82.8,164.5,NHANES
2.0,63.0,95.6,164.0,NHANES
2.0,34.0,99.5,168.5,NHANES
2.0,63.0,148.7,176.3,NHANES
1.0,65.0,111.6,181.3,NHANES
2.0,63.0,115.7,167.6,NHANES
2.0,54.0,126.9,154.4,NHANES
2.0,62.0,109.6,165.6,NHANES
2.0,40.0,101.3,163.7,NHANES
1.0,40.0,114.9,186.7,NHANES
2.0,75.0,99.1,154.7,NHANES
2.0,73.0,101.2,164.9,NHANES
2.0,59.0,89.4,164.1,NHANES
1.0,26.0,98.3,169.8,NHANES
2.0,28.0,73.4,153.8,NHANES
2.0,47.0,83.9,169.1,NHANES
2.0,21.0,76.5,161.3,NHANES
2.0,69.0,92.0,160.3,NHANES
2.0,48.0,93.9,166.4,NHANES
1.0,72.0,126.8,170.0,NHANES
2.0,19.0,70.8,164.4,NHANES
2.0,60.0,105.0,149.2,NHANES
2.0,29.0,93.6,148.5,NHANES
1.0,30.0,142.2,174.6,NHANES
2.0,53.0,118.2,154.1,NHANES
2.0,76.0,80.8,159.1,NHANES
2.0,75.0,98.8,157.3,NHANES
2.0,26.0,111.0,165.9,NHANES
2.0,50.0,128.7,158.3,NHANES
1.0,60.0,103.8,184.3,NHANES
2.0,23.0,113.5,157.6,NHANES
2.0,30.0,97.2,174.1,NHANES
1.0,80.0,104.0,177.5,NHANES
1.0,33.0,100.4,176.1,NHANES
2.0,61.0,121.6,153.8,NHANES
2.0,78.0,106.7,149.8,NHANES
2.0,76.0,103.9,157.5,NHANES
2.0,73.0,109.4,151.4,NHANES
2.0,55.0,90.2,159.8,NHANES
2.0,60.0,125.2,169.1,NHANES
2.0,21.0,76.9,181.9,NHANES
2.0,46.0,89.2,139.4,NHANES
1.0,18.0,102.6,171.0,NHANES
1.0,79.0,108.4,170.2,NHANES
1.0,63.0,97.1,169.9,NHANES
2.0,32.0,111.8,169.8,NHANES
1.0,66.0,91.5,174.9,NHANES
1.0,55.0,119.2,178.8,NHANES
1.0,77.0,91.4,160.4,NHANES
2.0,25.0,119.4,168.6,NHANES
1.0,23.0,96.6,182.0,NHANES
1.0,66.0,91.0,172.8,NHANES
2.0,44.0,78.5,167.3,NHANES
1.0,80.0,102.7,166.9,NHANES
1.0,58.0,136.8,175.2,NHANES
1.0,52.0,163.2,173.5,NHANES
1.0,73.0,86.2,177.2,NHANES
2.0,59.0,106.4,142.3,NHANES
1.0,20.0,93.4,177.1,NHANES
2.0,22.0,87.9,158.9,NHANES
1.0,41.0,120.5,177.9,NHANES
2.0,30.0,143.4,159.8,NHANES
2.0,40.0,154.5,164.2,NHANES
2.0,42.0,84.8,163.3,NHANES
2.0,56.0,120.6,159.9,NHANES
2.0,57.0,104.6,173.5,NHANES
1.0,19.0,75.3,178.4,NHANES
2.0,55.0,84.8,170.9,NHANES
2.0,36.0,96.9,154.6,NHANES
2.0,41.0,96.2,149.4,NHANES
1.0,44.0,93.7,171.6,NHANES
2.0,19.0,117.6,160.4,NHANES
2.0,67.0,109.3,159.9,NHANES
1.0,80.0,110.2,167.4,NHANES
1.0,27.0,103.6,180.1,NHANES
1.0,78.0,104.1,179.2,NHANES
2.0,79.0,88.7,153.9,NHANES
2.0,21.0,86.8,155.2,NHANES
2.0,69.0,124.7,153.1,NHANES
1.0,68.0,102.1,174.7,NHANES
1.0,62.0,129.8,172.9,NHANES
1.0,46.0,106.9,180.7,NHANES
2.0,21.0,73.0,158.4,NHANES
1.0,41.0,91.8,184.4,NHANES
1.0,35.0,146.6,169.1,NHANES
2.0,29.0,100.8,161.7,NHANES
1.0,63.0,98.0,168.3,NHANES
2.0,70.0,105.0,150.4,NHANES
2.0,64.0,123.4,172.6,NHANES
1.0,55.0,108.9,184.5,NHANES
2.0,25.0,75.0,168.2,NHANES
2.0,45.0,88.5,153.1,NHANES
1.0,18.0,84.0,170.6,NHANES
1.0,60.0,92.2,178.7,NHANES
1.0,80.0,121.3,183.4,NHANES
2.0,27.0,93.5,160.7,NHANES
2.0,80.0,92.3,163.5,NHANES
2.0,72.0,108.0,159.9,NHANES
2.0,37.0,67.3,159.5,NHANES
2.0,48.0,93.0,166.0,NHANES
2.0,67.0,85.0,143.1,NHANES
2.0,44.0,78.1,153.7,NHANES
1.0,63.0,97.4,172.3,NHANES
2.0,71.0,113.0,158.0,NHANES
2.0,80.0,96.0,142.4,NHANES
2.0,61.0,100.6,158.0,NHANES
2.0,20.0,92.7,151.2,NHANES
2.0,23.0,113.3,155.0,NHANES
2.0,39.0,117.1,159.4,NHANES
1.0,64.0,110.0,170.4,NHANES
1.0,54.0,80.6,173.3,NHANES
2.0,62.0,89.6,167.9,NHANES
1.0,30.0,76.0,179.0,NHANES
1.0,42.0,113.4,171.0,NHANES
2.0,63.0,86.9,172.1,NHANES
2.0,60.0,104.4,154.1,NHANES
1.0,73.0,109.1,175.2,NHANES
2.0,44.0,93.4,163.7,NHANES
2.0,59.0,119.2,165.9,NHANES
2.0,42.0,89.5,162.7,NHANES
1.0,75.0,101.5,167.6,NHANES
2.0,53.0,95.5,163.7,NHANES
2.0,80.0,91.5,172.0,NHANES
1.0,34.0,76.5,172.2,NHANES
2.0,43.0,106.7,163.7,NHANES
1.0,24.0,70.3,171.0,NHANES
1.0,18.0,60.0,162.9,NHANES
2.0,65.0,100.6,169.4,NHANES
1.0,68.0,104.9,167.5,NHANES
2.0,37.0,117.0,174.4,NHANES
2.0,75.0,85.7,155.2,NHANES
1.0,45.0,111.5,176.0,NHANES
1.0,62.0,108.0,176.7,NHANES
2.0,61.0,108.6,159.7,NHANES
1.0,56.0,111.6,168.8,NHANES
2.0,73.0,127.8,154.3,NHANES
1.0,40.0,105.8,179.2,NHANES
2.0,22.0,71.3,155.3,NHANES
1.0,80.0,124.1,174.8,NHANES
2.0,21.0,89.3,165.5,NHANES
2.0,60.0,95.7,168.0,NHANES
1.0,31.0,127.3,168.0,NHANES
1.0,49.0,73.9,170.0,NHANES
2.0,59.0,82.9,154.0,NHANES
2.0,68.0,75.2,161.3,NHANES
2.0,69.0,100.8,170.6,NHANES
1.0,66.0,82.0,178.5,NHANES
2.0,72.0,107.2,159.7,NHANES
1.0,52.0,96.8,165.5,NHANES
1.0,74.0,117.4,166.4,NHANES
2.0,18.0,128.1,154.2,NHANES
2.0,76.0,102.2,156.9,NHANES
1.0,31.0,85.9,152.6,NHANES
1.0,25.0,95.6,184.5,NHANES
2.0,80.0,90.6,158.7,NHANES
2.0,58.0,110.9,161.7,NHANES
2.0,38.0,104.6,160.2,NHANES
1.0,80.0,98.0,181.9,NHANES
2.0,57.0,66.3,155.1,NHANES
1.0,75.0,109.4,172.8,NHANES
2.0,31.0,77.6,157.9,NHANES
1.0,40.0,117.0,183.9,NHANES
2.0,33.0,77.8,164.6,NHANES
2.0,63.0,99.9,166.2,NHANES
1.0,63.0,142.5,179.2,NHANES
2.0,45.0,97.0,166.2,NHANES
2.0,39.0,99.5,158.6,NHANES
1.0,62.0,91.9,184.7,NHANES
1.0,68.0,121.2,168.8,NHANES
2.0,64.0,93.6,160.2,NHANES
2.0,32.0,103.2,168.8,NHANES
1.0,62.0,96.0,165.5,NHANES
2.0,37.0,143.6,165.3,NHANES
1.0,71.0,117.2,177.7,NHANES
1.0,58.0,115.2,181.3,NHANES
2.0,20.0,67.5,167.9,NHANES
2.0,66.0,96.4,152.3,NHANES
2.0,57.0,84.0,156.4,NHANES
2.0,18.0,66.4,150.8,NHANES
1.0,44.0,91.1,180.5,NHANES
2.0,68.0,90.5,158.8,NHANES
2.0,42.0,100.0,151.6,NHANES
2.0,40.0,72.1,165.3,NHANES
1.0,48.0,99.4,169.9,NHANES
2.0,41.0,81.0,163.2,NHANES
1.0,50.0,95.5,182.7,NHANES
2.0,52.0,80.2,161.9,NHANES
1.0,73.0,100.0,167.6,NHANES
2.0,38.0,115.0,171.2,NHANES
1.0,18.0,78.9,175.8,NHANES
1.0,66.0,97.9,171.0,NHANES
1.0,75.0,79.7,164.1,NHANES
1.0,72.0,124.1,162.4,NHANES
1.0,29.0,76.6,181.1,NHANES
1.0,74.0,106.5,175.9,NHANES
2.0,38.0,89.0,160.7,NHANES
2.0,51.0,70.8,163.1,NHANES
2.0,52.0,120.0,162.5,NHANES
1.0,77.0,82.4,165.8,NHANES
2.0,80.0,72.5,157.2,NHANES
1.0,80.0,118.0,174.5,NHANES
2.0,19.0,95.7,162.4,NHANES
1.0,54.0,99.7,170.8,NHANES
2.0,48.0,149.4,160.1,NHANES
2.0,20.0,81.9,166.7,NHANES
1.0,63.0,89.0,181.8,NHANES
2.0,55.0,89.9,156.9,NHANES
1.0,72.0,91.4,178.9,NHANES
2.0,70.0,104.0,158.9,NHANES
2.0,70.0,93.1,172.6,NHANES
2.0,38.0,82.4,165.2,NHANES
1.0,40.0,102.0,171.6,NHANES
2.0,58.0,101.5,162.8,NHANES
2.0,47.0,86.0,163.5,NHANES
1.0,74.0,129.4,171.8,NHANES
2.0,80.0,111.4,148.9,NHANES
1.0,43.0,85.2,170.3,NHANES
2.0,66.0,113.5,156.4,NHANES
1.0,59.0,114.3,179.1,NHANES
1.0,43.0,122.0,170.7,NHANES
2.0,39.0,93.7,170.8,NHANES
2.0,32.0,92.0,167.5,NHANES
1.0,80.0,117.3,166.0,NHANES
2.0,68.0,93.0,164.8,NHANES
1.0,20.0,86.7,168.6,NHANES
1.0,52.0,109.7,179.6,NHANES
1.0,38.0,92.6,179.3,NHANES
1.0,32.0,89.5,178.3,NHANES
1.0,19.0,85.3,166.9,NHANES
2.0,72.0,115.3,164.9,NHANES
2.0,70.0,81.1,161.9,NHANES
2.0,34.0,88.6,164.5,NHANES
1.0,60.0,105.2,183.7,NHANES
1.0,31.0,87.0,182.6,NHANES
1.0,67.0,105.0,181.4,NHANES
2.0,67.0,88.9,171.2,NHANES
1.0,62.0,105.6,176.6,NHANES
2.0,32.0,78.8,157.9,NHANES
2.0,27.0,93.7,170.0,NHANES
1.0,46.0,89.3,176.1,NHANES
1.0,36.0,110.9,172.5,NHANES
2.0,63.0,113.0,168.6,NHANES
1.0,33.0,85.7,166.5,NHANES
2.0,52.0,99.4,162.7,NHANES
1.0,79.0,99.1,161.5,NHANES
2.0,33.0,130.3,177.5,NHANES
1.0,63.0,112.6,181.9,NHANES
2.0,66.0,99.0,164.2,NHANES
2.0,73.0,123.5,160.3,NHANES
2.0,80.0,104.8,149.0,NHANES
2.0,59.0,80.5,159.7,NHANES
2.0,38.0,96.1,166.7,NHANES
2.0,58.0,104.6,146.2,NHANES
2.0,52.0,100.6,147.3,NHANES
2.0,55.0,104.0,156.0,NHANES
2.0,34.0,74.0,150.8,NHANES
2.0,65.0,94.6,160.6,NHANES
2.0,61.0,124.1,160.5,NHANES
1.0,58.0,97.8,170.6,NHANES
1.0,63.0,113.1,172.5,NHANES
2.0,18.0,98.4,170.1,NHANES
2.0,20.0,78.8,166.5,NHANES
2.0,65.0,116.2,161.7,NHANES
1.0,52.0,102.7,164.9,NHANES
1.0,21.0,98.9,188.9,NHANES
1.0,70.0,105.4,159.3,NHANES
2.0,18.0,100.5,160.0,NHANES
1.0,25.0,108.2,169.3,NHANES
2.0,42.0,110.3,167.4,NHANES
1.0,46.0,120.8,174.3,NHANES
2.0,20.0,111.5,169.9,NHANES
2.0,39.0,146.8,161.6,NHANES
1.0,46.0,84.4,171.0,NHANES
1.0,54.0,94.2,169.3,NHANES
2.0,61.0,97.3,160.2,NHANES
1.0,43.0,101.1,167.5,NHANES
2.0,20.0,77.1,174.3,NHANES
2.0,80.0,78.0,160.2,NHANES
1.0,37.0,92.9,194.6,NHANES
1.0,67.0,84.3,168.7,NHANES
1.0,61.0,101.7,170.3,NHANES
1.0,80.0,91.6,168.1,NHANES
2.0,80.0,121.5,169.3,NHANES
2.0,21.0,73.7,154.3,NHANES
1.0,80.0,109.6,177.8,NHANES
2.0,36.0,87.5,154.0,NHANES
2.0,32.0,88.1,162.5,NHANES
1.0,58.0,100.6,171.7,NHANES
2.0,68.0,81.9,161.9,NHANES
1.0,73.0,122.8,174.2,NHANES
2.0,29.0,113.3,160.5,NHANES
2.0,25.0,79.9,162.0,NHANES
2.0,21.0,79.0,164.3,NHANES
2.0,34.0,69.5,164.4,NHANES
2.0,43.0,98.7,173.1,NHANES
2.0,57.0,89.5,165.3,NHANES
1.0,21.0,69.5,172.6,NHANES
1.0,60.0,89.4,167.6,NHANES
2.0,19.0,76.0,173.7,NHANES
2.0,80.0,93.1,147.5,NHANES
2.0,60.0,88.4,145.5,NHANES
1.0,52.0,95.9,174.9,NHANES
1.0,59.0,124.6,166.5,NHANES
1.0,20.0,73.6,170.2,NHANES
2.0,48.0,120.3,154.0,NHANES
1.0,41.0,95.8,190.8,NHANES
1.0,61.0,112.3,185.7,NHANES
1.0,66.0,88.0,158.8,NHANES
1.0,20.0,94.5,170.2,NHANES
2.0,57.0,89.6,163.3,NHANES
2.0,38.0,77.5,176.7,NHANES
1.0,23.0,102.6,183.4,NHANES
2.0,62.0,84.9,146.2,NHANES
2.0,28.0,143.4,172.2,NHANES
2.0,36.0,141.3,168.5,NHANES
2.0,71.0,88.8,155.2,NHANES
1.0,19.0,144.3,187.4,NHANES
2.0,71.0,94.3,156.2,NHANES
1.0,41.0,91.6,176.8,NHANES
2.0,20.0,68.5,164.3,NHANES
2.0,63.0,106.5,155.6,NHANES
1.0,63.0,134.3,172.9,NHANES
2.0,71.0,101.0,148.6,NHANES
1.0,23.0,86.2,180.2,NHANES
1.0,40.0,99.5,188.2,NHANES
1.0,18.0,79.9,180.0,NHANES
1.0,63.0,98.5,172.1,NHANES
2.0,55.0,86.0,164.9,NHANES
1.0,27.0,111.7,163.4,NHANES
1.0,80.0,103.2,155.6,NHANES
2.0,21.0,83.5,164.8,NHANES
2.0,50.0,77.5,169.2,NHANES
1.0,60.0,121.9,171.4,NHANES
2.0,80.0,105.3,159.0,NHANES
2.0,44.0,94.3,166.8,NHANES
2.0,19.0,61.2,155.0,NHANES
1.0,38.0,92.9,165.0,NHANES
1.0,56.0,85.1,163.7,NHANES
2.0,80.0,75.0,158.3,NHANES
1.0,31.0,86.7,175.5,NHANES
2.0,71.0,103.7,158.8,NHANES
2.0,58.0,103.6,170.1,NHANES
1.0,63.0,111.4,191.0,NHANES
1.0,68.0,103.7,178.6,NHANES
1.0,63.0,95.7,185.1,NHANES
2.0,77.0,104.3,161.0,NHANES
2.0,57.0,94.1,179.8,NHANES
2.0,61.0,116.9,165.6,NHANES
2.0,53.0,117.0,159.7,NHANES
2.0,52.0,97.3,155.2,NHANES
1.0,66.0,89.7,176.1,NHANES
2.0,33.0,73.0,158.8,NHANES
1.0,60.0,99.7,152.3,NHANES
2.0,66.0,87.2,161.9,NHANES
2.0,59.0,91.8,149.7,NHANES
2.0,69.0,102.9,167.0,NHANES
1.0,80.0,136.8,190.7,NHANES
1.0,57.0,91.4,158.9,NHANES
1.0,71.0,113.5,168.2,NHANES
2.0,29.0,90.7,155.8,NHANES
1.0,67.0,89.4,166.9,NHANES
2.0,64.0,135.0,163.7,NHANES
2.0,44.0,87.0,153.6,NHANES
2.0,59.0,102.7,155.4,NHANES
2.0,60.0,83.9,157.5,NHANES
2.0,60.0,101.3,166.6,NHANES
1.0,59.0,106.2,169.7,NHANES
1.0,39.0,128.6,186.7,NHANES
2.0,29.0,140.9,155.6,NHANES
1.0,20.0,71.3,173.4,NHANES
1.0,58.0,92.2,177.1,NHANES
1.0,70.0,128.3,175.7,NHANES
2.0,65.0,85.2,152.5,NHANES
1.0,54.0,94.4,177.0,NHANES
1.0,58.0,125.4,176.4,NHANES
2.0,28.0,113.9,169.0,NHANES
2.0,64.0,110.0,164.5,NHANES
2.0,71.0,77.5,157.4,NHANES
1.0,50.0,98.0,170.7,NHANES
2.0,80.0,85.6,146.0,NHANES
1.0,69.0,79.0,168.5,NHANES
2.0,54.0,87.0,167.1,NHANES
2.0,52.0,99.2,158.0,NHANES
2.0,60.0,82.4,169.2,NHANES
1.0,18.0,129.9,192.5,NHANES
2.0,33.0,89.0,154.8,NHANES
2.0,45.0,94.2,157.0,NHANES
2.0,51.0,104.2,148.9,NHANES
1.0,65.0,107.0,174.0,NHANES
2.0,60.0,129.5,156.0,NHANES
1.0,43.0,77.0,164.8,NHANES
1.0,68.0,89.4,174.0,NHANES
2.0,65.0,105.4,159.0,NHANES
1.0,72.0,93.4,167.2,NHANES
2.0,44.0,112.8,165.7,NHANES
2.0,64.0,81.4,157.1,NHANES
1.0,61.0,142.3,176.6,NHANES
2.0,36.0,88.3,166.6,NHANES
1.0,70.0,113.8,167.0,NHANES
2.0,19.0,99.4,158.5,NHANES
2.0,33.0,89.0,155.2,NHANES
2.0,65.0,79.6,171.6,NHANES
1.0,71.0,113.8,165.3,NHANES
1.0,73.0,104.7,164.6,NHANES
1.0,80.0,106.5,171.8,NHANES
2.0,43.0,109.4,164.3,NHANES
2.0,27.0,77.0,172.9,NHANES
1.0,67.0,78.5,165.6,NHANES
2.0,45.0,110.9,159.0,NHANES
2.0,35.0,94.7,162.7,NHANES
2.0,57.0,90.1,152.6,NHANES
2.0,34.0,104.2,160.1,NHANES
2.0,32.0,92.7,158.4,NHANES
2.0,49.0,115.5,160.9,NHANES
1.0,31.0,129.2,171.2,NHANES
1.0,68.0,100.2,156.3,NHANES
2.0,44.0,82.9,153.4,NHANES
2.0,23.0,90.0,156.2,NHANES
2.0,43.0,97.0,157.0,NHANES
1.0,45.0,94.2,163.9,NHANES
2.0,73.0,71.7,161.5,NHANES
2.0,20.0,122.0,171.1,NHANES
1.0,60.0,106.1,168.6,NHANES
2.0,70.0,103.4,152.8,NHANES
1.0,62.0,123.8,179.6,NHANES
2.0,75.0,84.4,162.5,NHANES
2.0,55.0,92.5,151.2,NHANES
1.0,62.0,97.8,174.3,NHANES
2.0,31.0,83.0,151.1,NHANES
2.0,33.0,83.1,169.2,NHANES
1.0,35.0,83.9,167.3,NHANES
2.0,80.0,95.6,160.7,NHANES
2.0,64.0,90.9,152.4,NHANES
2.0,67.0,90.0,153.6,NHANES
2.0,69.0,96.5,149.9,NHANES
1.0,36.0,90.2,177.6,NHANES
1.0,38.0,92.2,174.8,NHANES
2.0,37.0,106.1,165.7,NHANES
1.0,69.0,113.2,173.2,NHANES
1.0,62.0,123.2,183.7,NHANES
1.0,73.0,109.2,177.3,NHANES
1.0,18.0,74.8,183.7,NHANES
1.0,80.0,86.4,169.0,NHANES
2.0,18.0,142.0,165.4,NHANES
2.0,80.0,93.9,165.6,NHANES
2.0,29.0,108.7,176.2,NHANES
2.0,73.0,91.3,154.2,NHANES
1.0,61.0,86.4,166.9,NHANES
1.0,33.0,101.2,182.8,NHANES
1.0,21.0,89.5,179.5,NHANES
2.0,19.0,64.7,169.5,NHANES
1.0,67.0,120.0,162.7,NHANES
1.0,53.0,97.2,167.8,NHANES
2.0,25.0,78.5,154.5,NHANES
2.0,61.0,99.1,168.0,NHANES
1.0,68.0,116.5,181.2,NHANES
2.0,64.0,75.3,168.6,NHANES
2.0,25.0,79.4,159.8,NHANES
2.0,30.0,83.7,155.4,NHANES
2.0,38.0,83.4,153.2,NHANES
1.0,62.0,88.4,172.8,NHANES
2.0,64.0,102.5,153.8,NHANES
2.0,53.0,72.9,168.3,NHANES
1.0,62.0,104.2,173.2,NHANES
1.0,68.0,126.9,172.6,NHANES
1.0,69.0,121.4,173.6,NHANES
2.0,73.0,147.2,160.6,NHANES
2.0,65.0,97.2,165.1,NHANES
2.0,56.0,137.3,153.4,NHANES
2.0,32.0,89.1,161.3,NHANES
2.0,46.0,84.0,181.6,NHANES
1.0,18.0,79.3,171.6,NHANES
2.0,34.0,127.7,165.3,NHANES
2.0,64.0,124.1,160.9,NHANES
1.0,54.0,111.4,181.1,NHANES
2.0,60.0,130.2,152.0,NHANES
2.0,76.0,105.8,160.9,NHANES
2.0,43.0,97.9,158.9,NHANES
1.0,72.0,125.6,180.3,NHANES
2.0,62.0,127.6,163.4,NHANES
2.0,71.0,87.9,170.1,NHANES
2.0,71.0,123.0,158.7,NHANES
1.0,68.0,97.3,191.1,NHANES
1.0,54.0,93.4,172.8,NHANES
2.0,30.0,94.3,154.9,NHANES
1.0,53.0,110.2,171.2,NHANES
1.0,18.0,82.2,161.6,NHANES
2.0,26.0,71.5,163.3,NHANES
1.0,36.0,83.1,177.4,NHANES
1.0,27.0,89.6,176.2,NHANES
1.0,74.0,101.8,167.7,NHANES
2.0,72.0,98.4,152.2,NHANES
1.0,25.0,103.1,182.8,NHANES
1.0,41.0,105.5,150.1,NHANES
2.0,53.0,129.4,163.9,NHANES
1.0,26.0,106.5,159.8,NHANES
2.0,46.0,100.1,166.2,NHANES
2.0,28.0,119.3,161.3,NHANES
2.0,32.0,158.6,161.0,NHANES
1.0,25.0,92.0,170.5,NHANES
1.0,21.0,87.0,188.1,NHANES
2.0,62.0,70.9,158.3,NHANES
1.0,31.0,105.2,196.6,NHANES
1.0,59.0,94.0,172.7,NHANES
1.0,70.0,133.6,171.2,NHANES
2.0,46.0,119.2,152.6,NHANES
2.0,53.0,79.0,157.3,NHANES
2.0,55.0,122.6,170.3,NHANES
1.0,70.0,107.0,179.7,NHANES
2.0,39.0,90.3,172.0,NHANES
1.0,56.0,121.6,178.2,NHANES
1.0,49.0,116.7,194.1,NHANES
2.0,24.0,85.2,158.1,NHANES
2.0,61.0,101.5,163.7,NHANES
1.0,44.0,91.0,167.8,NHANES
1.0,20.0,98.6,160.6,NHANES
1.0,63.0,89.8,174.0,NHANES
1.0,19.0,81.3,183.5,NHANES
1.0,58.0,92.1,171.0,NHANES
2.0,47.0,108.0,163.3,NHANES
1.0,52.0,76.5,171.5,NHANES
1.0,69.0,109.9,167.0,NHANES
2.0,68.0,95.9,156.3,NHANES
2.0,53.0,104.0,170.9,NHANES
2.0,59.0,84.8,154.2,NHANES
1.0,43.0,96.8,182.5,NHANES
2.0,47.0,100.1,158.4,NHANES
1.0,67.0,93.9,170.5,NHANES
2.0,22.0,78.7,178.1,NHANES
1.0,25.0,121.9,172.2,NHANES
2.0,80.0,76.8,159.4,NHANES
