Gender,Age,Waist,TotalHeight,source
2.0,10.0,12.0,51.0,Mendeley
2.0,10.0,11.0,48.0,Mendeley
2.0,10.0,11.0,47.0,Mendeley
2.0,11.0,12.0,52.0,Mendeley
2.0,11.0,12.0,49.0,Mendeley
2.0,13.0,12.0,55.0,Mendeley
2.0,11.0,10.0,52.0,Mendeley
2.0,12.0,12.0,53.0,Mendeley
2.0,11.0,10.0,49.0,Mendeley
1.0,13.0,13.0,49.0,Mendeley
1.0,12.0,12.0,52.0,Mendeley
1.0,10.0,12.0,49.0,Mendeley
1.0,13.0,14.0,54.0,Mendeley
1.0,12.0,12.0,52.0,Mendeley
1.0,11.0,10.0,48.0,Mendeley
1.0,9.0,13.0,48.0,Mendeley
1.0,10.0,10.0,54.0,Mendeley
1.0,7.0,9.0,44.0,Mendeley
2.0,8.0,10.0,45.0,Mendeley
2.0,10.0,10.0,50.0,Mendeley
1.0,13.0,10.0,55.0,Mendeley
1.0,12.0,11.0,57.0,Mendeley
2.0,10.0,11.0,52.0,Mendeley
2.0,7.0,9.0,44.0,Mendeley
1.0,5.0,8.0,39.0,Mendeley
1.0,5.0,8.0,39.0,Mendeley
2.0,4.0,8.0,37.0,Mendeley
2.0,8.0,13.0,45.0,Mendeley
2.0,8.0,11.0,43.0,Mendeley
2.0,10.0,12.0,44.0,Mendeley
2.0,8.0,11.0,43.0,Mendeley
2.0,8.0,11.0,43.0,Mendeley
2.0,7.0,10.0,40.0,Mendeley
2.0,7.0,11.0,45.0,Mendeley
2.0,9.0,12.0,45.0,Mendeley
2.0,11.0,10.0,49.0,Mendeley
2.0,10.0,12.0,46.0,Mendeley
2.0,11.0,12.0,49.0,Mendeley
2.0,13.0,12.0,50.0,Mendeley
1.0,12.0,11.0,50.0,Mendeley
1.0,12.0,12.0,51.0,Mendeley
1.0,12.0,12.0,50.0,Mendeley
1.0,12.0,12.0,51.0,Mendeley
1.0,11.0,11.0,47.0,Mendeley
1.0,14.0,10.0,49.0,Mendeley
1.0,8.0,9.0,44.0,Mendeley
1.0,5.0,8.0,36.0,Mendeley
2.0,7.0,11.0,40.0,Mendeley
2.0,7.0,13.0,43.0,Mendeley
2.0,7.0,13.0,48.0,Mendeley
1.0,11.0,13.0,50.0,Mendeley
1.0,7.0,11.0,47.0,Mendeley
2.0,6.0,12.0,40.0,Mendeley
1.0,7.0,12.0,38.0,Mendeley
1.0,8.0,20.0,47.0,Mendeley
1.0,5.0,12.0,39.0,Mendeley
1.0,8.0,13.0,41.0,Mendeley
2.0,6.0,22.0,44.0,Mendeley
2.0,4.0,22.0,39.0,Mendeley
1.0,12.0,26.0,49.0,Mendeley
1.0,15.0,17.0,57.0,Mendeley
1.0,13.0,24.0,50.0,Mendeley
1.0,12.0,11.0,50.0,Mendeley
1.0,11.0,12.0,49.0,Mendeley
1.0,13.0,13.0,52.0,Mendeley
2.0,7.0,23.0,43.0,Mendeley
2.0,5.0,21.0,39.0,Mendeley
2.0,7.0,21.0,39.0,Mendeley
1.0,5.0,21.0,41.0,Mendeley
2.0,7.0,22.0,31.0,Mendeley
2.0,6.0,21.0,32.0,Mendeley
2.0,7.0,21.0,31.0,Mendeley
2.0,5.0,21.0,40.0,Mendeley
2.0,5.0,21.0,34.0,Mendeley
2.0,6.0,22.0,39.0,Mendeley
1.0,17.0,25.0,59.0,Mendeley
2.0,5.0,23.0,43.0,Mendeley
1.0,13.0,14.0,23.0,Mendeley
2.0,2.0,19.0,32.0,Mendeley
1.0,10.0,14.0,23.0,Mendeley
2.0,10.0,24.0,45.0,Mendeley
2.0,13.0,18.0,59.0,Mendeley
1.0,10.0,2.0,45.0,Mendeley
1.0,4.0,22.0,40.0,Mendeley
1.0,13.0,18.0,59.0,Mendeley
2.0,4.0,20.0,37.0,Mendeley
1.0,43.0,98.3,179.5,NHANES
1.0,66.0,114.7,174.2,NHANES
2.0,44.0,93.5,152.9,NHANES
1.0,34.0,106.1,173.3,NHANES
2.0,68.0,122.0,155.9,NHANES
2.0,27.0,118.5,168.2,NHANES
1.0,59.0,98.7,168.9,NHANES
2.0,31.0,131.0,163.3,NHANES
2.0,33.0,123.8,172.8,NHANES
1.0,39.0,143.8,175.6,NHANES
1.0,51.0,92.1,177.3,NHANES
2.0,33.0,142.5,159.2,NHANES
2.0,56.0,97.9,154.9,NHANES
2.0,67.0,136.1,161.8,NHANES
1.0,47.0,94.8,159.5,NHANES
1.0,68.0,86.0,176.7,NHANES
1.0,26.0,97.0,160.3,NHANES
1.0,18.0,100.3,173.5,NHANES
2.0,73.0,103.0,171.8,NHANES
2.0,26.0,82.6,165.7,NHANES
2.0,73.0,89.9,154.6,NHANES
1.0,80.0,77.6,160.2,NHANES
1.0,68.0,108.4,181.0,NHANES
2.0,67.0,111.5,144.6,NHANES
2.0,61.0,114.5,152.7,NHANES
2.0,59.0,88.3,154.1,NHANES
1.0,53.0,107.0,174.2,NHANES
2.0,18.0,101.0,166.2,NHANES
1.0,18.0,112.0,166.3,NHANES
1.0,66.0,98.1,170.0,NHANES
2.0,68.0,113.8,157.9,NHANES
1.0,67.0,98.3,159.9,NHANES
2.0,27.0,77.4,168.5,NHANES
2.0,80.0,100.1,145.7,NHANES
1.0,54.0,150.5,179.6,NHANES
1.0,50.0,105.0,171.7,NHANES
2.0,43.0,109.0,158.0,NHANES
1.0,63.0,98.0,168.5,NHANES
2.0,19.0,94.7,156.5,NHANES
2.0,33.0,77.5,163.7,NHANES
1.0,41.0,93.2,187.6,NHANES
2.0,77.0,101.8,165.6,NHANES
2.0,26.0,117.2,169.6,NHANES
1.0,54.0,116.0,163.4,NHANES
1.0,70.0,133.3,187.5,NHANES
2.0,24.0,77.2,160.8,NHANES
2.0,38.0,78.0,157.3,NHANES
2.0,71.0,138.0,160.7,NHANES
1.0,77.0,125.0,169.0,NHANES
1.0,69.0,81.2,167.2,NHANES
1.0,53.0,89.2,169.9,NHANES
2.0,26.0,76.1,158.1,NHANES
2.0,55.0,77.6,164.9,NHANES
2.0,55.0,105.8,163.0,NHANES
1.0,50.0,87.6,168.5,NHANES
2.0,69.0,66.0,151.2,NHANES
2.0,22.0,117.5,165.2,NHANES
1.0,57.0,97.0,161.0,NHANES
2.0,69.0,125.0,164.3,NHANES
2.0,18.0,118.6,162.1,NHANES
2.0,72.0,105.4,160.3,NHANES
2.0,73.0,100.6,166.9,NHANES
1.0,60.0,116.2,167.9,NHANES
1.0,74.0,109.1,168.8,NHANES
2.0,60.0,82.3,161.2,NHANES
1.0,71.0,96.9,177.1,NHANES
1.0,75.0,140.3,172.8,NHANES
2.0,22.0,74.0,170.1,NHANES
2.0,69.0,85.6,162.7,NHANES
2.0,51.0,117.0,167.2,NHANES
2.0,54.0,88.4,157.1,NHANES
1.0,30.0,91.1,168.0,NHANES
1.0,29.0,77.2,174.8,NHANES
1.0,58.0,106.5,171.4,NHANES
2.0,61.0,84.0,169.5,NHANES
1.0,70.0,92.9,182.2,NHANES
1.0,79.0,99.5,158.7,NHANES
2.0,69.0,80.1,170.6,NHANES
1.0,62.0,99.0,171.8,NHANES
1.0,63.0,103.1,162.7,NHANES
2.0,31.0,139.7,168.1,NHANES
2.0,30.0,76.7,165.3,NHANES
1.0,32.0,91.3,184.1,NHANES
1.0,24.0,75.0,171.1,NHANES
2.0,66.0,83.4,160.8,NHANES
2.0,54.0,99.1,165.7,NHANES
2.0,28.0,92.8,165.7,NHANES
1.0,64.0,101.8,179.8,NHANES
1.0,62.0,130.4,169.3,NHANES
1.0,69.0,106.8,171.6,NHANES
1.0,66.0,95.3,179.5,NHANES
2.0,63.0,104.7,142.6,NHANES
1.0,78.0,98.0,171.8,NHANES
1.0,66.0,107.6,164.0,NHANES
2.0,80.0,99.6,161.2,NHANES
2.0,47.0,84.2,153.6,NHANES
1.0,56.0,118.5,160.1,NHANES
2.0,77.0,104.9,157.8,NHANES
2.0,65.0,104.0,149.0,NHANES
2.0,20.0,78.0,158.0,NHANES
1.0,50.0,102.8,168.2,NHANES
2.0,61.0,109.3,167.9,NHANES
2.0,51.0,90.7,169.5,NHANES
1.0,80.0,100.1,170.3,NHANES
1.0,51.0,107.4,181.9,NHANES
1.0,32.0,100.3,178.5,NHANES
1.0,60.0,113.7,168.6,NHANES
2.0,18.0,89.2,159.0,NHANES
2.0,32.0,91.6,159.6,NHANES
2.0,51.0,98.7,151.4,NHANES
1.0,79.0,112.6,175.6,NHANES
2.0,66.0,122.0,159.4,NHANES
1.0,60.0,97.0,171.3,NHANES
2.0,54.0,133.0,148.3,NHANES
1.0,42.0,98.6,175.9,NHANES
2.0,56.0,86.2,163.5,NHANES
1.0,75.0,109.0,175.2,NHANES
2.0,61.0,118.0,147.6,NHANES
2.0,29.0,110.8,163.3,NHANES
2.0,36.0,109.0,160.9,NHANES
2.0,40.0,80.9,153.8,NHANES
2.0,70.0,101.9,155.0,NHANES
1.0,43.0,95.0,170.8,NHANES
2.0,36.0,72.5,157.7,NHANES
1.0,27.0,94.4,176.0,NHANES
1.0,68.0,102.8,178.5,NHANES
2.0,46.0,88.5,172.0,NHANES
1.0,73.0,121.8,178.3,NHANES
1.0,22.0,75.5,184.5,NHANES
1.0,73.0,99.5,175.8,NHANES
2.0,51.0,73.7,166.1,NHANES
1.0,61.0,99.2,172.8,NHANES
2.0,31.0,81.5,155.8,NHANES
1.0,43.0,106.0,171.0,NHANES
1.0,73.0,101.8,162.5,NHANES
2.0,30.0,99.7,153.3,NHANES
2.0,47.0,72.3,170.3,NHANES
2.0,79.0,123.2,161.7,NHANES
1.0,65.0,168.0,180.8,NHANES
1.0,34.0,87.0,171.3,NHANES
2.0,72.0,92.0,164.4,NHANES
1.0,69.0,89.8,171.3,NHANES
2.0,64.0,98.0,157.6,NHANES
1.0,69.0,116.9,180.9,NHANES
2.0,52.0,98.8,155.8,NHANES
2.0,76.0,93.2,165.6,NHANES
2.0,55.0,80.8,155.9,NHANES
1.0,57.0,127.3,180.4,NHANES
1.0,36.0,80.7,180.6,NHANES
2.0,34.0,106.8,160.6,NHANES
2.0,70.0,115.7,152.3,NHANES
2.0,25.0,98.0,166.6,NHANES
2.0,68.0,86.4,159.8,NHANES
2.0,25.0,76.7,158.0,NHANES
2.0,62.0,89.5,158.5,NHANES
1.0,58.0,102.6,171.3,NHANES
1.0,73.0,107.9,173.7,NHANES
2.0,72.0,115.1,159.2,NHANES
1.0,61.0,91.1,168.0,NHANES
2.0,32.0,84.0,166.0,NHANES
2.0,20.0,75.9,165.3,NHANES
2.0,33.0,76.7,159.2,NHANES
2.0,51.0,126.2,159.6,NHANES
1.0,66.0,89.3,159.3,NHANES
1.0,64.0,132.2,181.3,NHANES
2.0,22.0,68.5,171.5,NHANES
2.0,58.0,99.8,156.4,NHANES
2.0,77.0,101.5,170.8,NHANES
2.0,28.0,72.2,171.8,NHANES
1.0,69.0,97.2,173.5,NHANES
1.0,48.0,87.5,174.9,NHANES
2.0,68.0,101.3,164.8,NHANES
1.0,65.0,113.3,168.6,NHANES
2.0,46.0,76.5,159.3,NHANES
1.0,76.0,101.4,157.9,NHANES
2.0,19.0,92.1,159.5,NHANES
2.0,76.0,100.2,166.3,NHANES
1.0,40.0,86.8,184.9,NHANES
1.0,64.0,103.0,161.8,NHANES
2.0,62.0,127.8,164.2,NHANES
1.0,80.0,85.7,167.5,NHANES
2.0,33.0,122.0,167.3,NHANES
2.0,38.0,93.5,152.2,NHANES
2.0,45.0,115.4,157.8,NHANES
2.0,68.0,99.9,159.0,NHANES
1.0,62.0,111.5,175.7,NHANES
1.0,65.0,83.3,174.9,NHANES
1.0,36.0,80.8,176.9,NHANES
2.0,43.0,80.9,162.1,NHANES
2.0,28.0,79.7,162.5,NHANES
2.0,70.0,102.4,152.4,NHANES
2.0,71.0,81.1,155.0,NHANES
1.0,22.0,89.3,185.4,NHANES
1.0,57.0,84.7,187.0,NHANES
2.0,50.0,89.0,153.2,NHANES
1.0,67.0,101.9,183.7,NHANES
2.0,40.0,74.2,148.5,NHANES
1.0,30.0,100.3,185.9,NHANES
2.0,19.0,66.0,164.9,NHANES
2.0,58.0,97.7,168.1,NHANES
1.0,66.0,112.3,176.6,NHANES
1.0,43.0,77.6,173.2,NHANES
1.0,33.0,74.5,181.3,NHANES
2.0,73.0,100.8,177.4,NHANES
1.0,39.0,80.5,187.6,NHANES
2.0,52.0,117.0,163.5,NHANES
1.0,71.0,109.5,171.3,NHANES
1.0,47.0,108.4,169.9,NHANES
1.0,73.0,113.6,174.6,NHANES
2.0,47.0,129.6,162.8,NHANES
2.0,28.0,69.8,153.5,NHANES
1.0,56.0,86.1,170.3,NHANES
2.0,63.0,93.5,166.8,NHANES
1.0,52.0,124.8,165.5,NHANES
2.0,35.0,155.5,164.2,NHANES
2.0,77.0,83.5,149.5,NHANES
2.0,60.0,79.0,160.2,NHANES
1.0,69.0,95.1,170.1,NHANES
1.0,59.0,101.9,169.0,NHANES
1.0,51.0,88.0,185.9,NHANES
2.0,79.0,126.8,155.7,NHANES
1.0,33.0,101.2,176.2,NHANES
2.0,22.0,87.7,171.5,NHANES
2.0,73.0,108.4,158.0,NHANES
1.0,62.0,92.6,176.8,NHANES
2.0,63.0,113.4,162.3,NHANES
2.0,42.0,72.8,161.3,NHANES
1.0,30.0,94.8,167.8,NHANES
1.0,61.0,126.9,185.8,NHANES
1.0,60.0,104.8,176.6,NHANES
2.0,79.0,100.4,162.5,NHANES
1.0,27.0,143.4,175.0,NHANES
1.0,46.0,88.5,182.5,NHANES
1.0,72.0,107.6,175.9,NHANES
1.0,74.0,122.3,169.8,NHANES
2.0,33.0,78.1,165.1,NHANES
2.0,80.0,81.5,144.5,NHANES
1.0,80.0,98.0,168.4,NHANES
2.0,78.0,99.8,150.8,NHANES
1.0,80.0,105.2,180.8,NHANES
1.0,52.0,106.3,177.2,NHANES
2.0,65.0,89.2,168.8,NHANES
2.0,49.0,95.9,152.9,NHANES
1.0,23.0,84.6,168.9,NHANES
2.0,65.0,121.1,153.1,NHANES
2.0,19.0,76.8,151.2,NHANES
1.0,71.0,101.6,169.2,NHANES
2.0,39.0,122.9,149.6,NHANES
1.0,67.0,115.9,175.1,NHANES
2.0,46.0,93.5,169.0,NHANES
1.0,60.0,122.0,188.1,NHANES
2.0,40.0,84.6,151.3,NHANES
2.0,64.0,104.9,168.0,NHANES
1.0,28.0,114.6,176.8,NHANES
2.0,70.0,149.1,169.0,NHANES
2.0,46.0,82.9,164.4,NHANES
2.0,34.0,74.4,160.8,NHANES
1.0,29.0,112.4,173.0,NHANES
2.0,51.0,111.9,166.7,NHANES
2.0,49.0,78.6,148.6,NHANES
2.0,79.0,103.2,152.5,NHANES
1.0,28.0,85.8,177.5,NHANES
1.0,57.0,103.3,175.0,NHANES
1.0,32.0,98.5,174.5,NHANES
2.0,67.0,64.6,147.5,NHANES
2.0,43.0,124.0,167.0,NHANES
1.0,37.0,118.9,175.8,NHANES
1.0,31.0,82.6,174.4,NHANES
1.0,44.0,90.2,175.1,NHANES
2.0,52.0,134.6,172.2,NHANES
1.0,37.0,79.2,180.8,NHANES
2.0,44.0,105.0,164.8,NHANES
2.0,77.0,117.4,162.2,NHANES
2.0,41.0,118.7,170.4,NHANES
2.0,66.0,108.0,146.0,NHANES
1.0,62.0,85.9,166.5,NHANES
1.0,61.0,123.1,178.5,NHANES
1.0,49.0,112.0,181.7,NHANES
1.0,23.0,91.5,168.9,NHANES
1.0,37.0,112.7,175.7,NHANES
1.0,32.0,89.0,176.5,NHANES
2.0,63.0,94.7,164.6,NHANES
1.0,80.0,121.0,172.9,NHANES
2.0,33.0,102.1,165.7,NHANES
2.0,45.0,103.0,178.2,NHANES
1.0,65.0,96.0,170.7,NHANES
2.0,70.0,122.7,159.5,NHANES
2.0,30.0,102.1,160.7,NHANES
2.0,80.0,92.1,145.0,NHANES
2.0,66.0,100.2,149.2,NHANES
2.0,80.0,95.3,152.2,NHANES
2.0,60.0,123.0,173.1,NHANES
2.0,27.0,103.3,159.7,NHANES
1.0,32.0,100.8,178.0,NHANES
1.0,43.0,104.8,195.5,NHANES
2.0,69.0,99.4,159.0,NHANES
1.0,29.0,74.7,183.9,NHANES
1.0,18.0,75.5,167.2,NHANES
2.0,58.0,96.7,171.8,NHANES
2.0,51.0,75.4,160.3,NHANES
2.0,35.0,113.9,164.4,NHANES
1.0,76.0,106.4,170.9,NHANES
2.0,37.0,150.5,167.4,NHANES
1.0,43.0,101.9,169.7,NHANES
1.0,34.0,89.7,176.3,NHANES
1.0,59.0,107.4,178.8,NHANES
1.0,75.0,122.3,185.2,NHANES
1.0,71.0,126.3,169.5,NHANES
2.0,51.0,93.5,161.8,NHANES
2.0,71.0,115.1,162.3,NHANES
2.0,50.0,121.7,155.9,NHANES
1.0,23.0,89.5,180.0,NHANES
1.0,62.0,96.4,177.2,NHANES
1.0,19.0,100.6,170.5,NHANES
1.0,28.0,158.7,176.9,NHANES
2.0,33.0,117.8,150.1,NHANES
2.0,52.0,82.1,157.9,NHANES
2.0,23.0,73.3,165.2,NHANES
2.0,63.0,81.2,158.8,NHANES
1.0,64.0,109.4,181.3,NHANES
2.0,34.0,98.2,169.6,NHANES
2.0,67.0,102.0,154.6,NHANES
2.0,73.0,71.5,156.8,NHANES
1.0,58.0,137.4,185.2,NHANES
1.0,64.0,109.6,181.5,NHANES
1.0,73.0,98.1,171.4,NHANES
1.0,37.0,127.0,174.6,NHANES
2.0,36.0,74.5,163.6,NHANES
2.0,66.0,87.1,158.1,NHANES
1.0,63.0,107.7,185.6,NHANES
2.0,29.0,94.6,164.9,NHANES
2.0,25.0,81.0,168.7,NHANES
2.0,18.0,130.6,167.5,NHANES
2.0,63.0,87.0,156.2,NHANES
1.0,18.0,84.4,172.2,NHANES
2.0,40.0,90.8,156.4,NHANES
1.0,80.0,84.7,176.2,NHANES
2.0,60.0,90.4,169.9,NHANES
2.0,64.0,85.8,166.6,NHANES
1.0,43.0,90.9,185.9,NHANES
1.0,18.0,80.8,172.2,NHANES
1.0,75.0,105.6,160.2,NHANES
1.0,62.0,86.2,178.6,NHANES
2.0,80.0,97.5,153.6,NHANES
2.0,58.0,123.1,165.9,NHANES
1.0,56.0,84.0,178.0,NHANES
2.0,35.0,100.7,168.0,NHANES
1.0,80.0,105.6,172.3,NHANES
1.0,55.0,98.1,172.7,NHANES
1.0,70.0,100.4,165.8,NHANES
2.0,36.0,115.3,169.7,NHANES
1.0,72.0,102.3,167.5,NHANES
2.0,37.0,98.1,158.3,NHANES
1.0,65.0,98.5,161.4,NHANES
1.0,60.0,103.7,184.1,NHANES
1.0,39.0,103.8,178.0,NHANES
1.0,63.0,131.1,174.8,NHANES
1.0,61.0,82.7,171.7,NHANES
1.0,47.0,104.9,169.5,NHANES
1.0,38.0,104.7,182.4,NHANES
2.0,31.0,120.7,160.0,NHANES
2.0,52.0,120.5,155.7,NHANES
2.0,36.0,85.4,159.9,NHANES
1.0,80.0,101.8,173.3,NHANES
1.0,36.0,123.8,173.2,NHANES
2.0,26.0,86.8,168.1,NHANES
2.0,50.0,107.8,168.6,NHANES
2.0,75.0,91.0,159.1,NHANES
2.0,65.0,85.7,142.0,NHANES
2.0,62.0,113.6,156.5,NHANES
2.0,70.0,101.2,160.2,NHANES
2.0,32.0,94.6,164.6,NHANES
2.0,57.0,96.1,173.4,NHANES
2.0,68.0,72.8,159.7,NHANES
1.0,67.0,120.8,180.0,NHANES
1.0,42.0,102.5,178.7,NHANES
1.0,61.0,108.0,173.2,NHANES
1.0,73.0,131.4,184.4,NHANES
2.0,62.0,80.9,158.0,NHANES
2.0,80.0,77.7,156.7,NHANES
1.0,80.0,93.5,172.5,NHANES
1.0,76.0,120.5,181.9,NHANES
1.0,54.0,104.2,183.9,NHANES
2.0,69.0,98.6,167.6,NHANES
2.0,75.0,120.6,173.7,NHANES
1.0,55.0,92.6,174.3,NHANES
1.0,80.0,116.5,166.4,NHANES
2.0,64.0,101.7,157.6,NHANES
2.0,67.0,88.3,156.2,NHANES
2.0,40.0,116.1,162.0,NHANES
2.0,43.0,81.5,165.2,NHANES
2.0,25.0,86.2,158.6,NHANES
1.0,66.0,88.3,178.0,NHANES
2.0,51.0,126.2,172.1,NHANES
1.0,59.0,100.2,173.5,NHANES
2.0,33.0,117.0,147.4,NHANES
2.0,80.0,103.5,151.1,NHANES
1.0,56.0,117.5,174.2,NHANES
1.0,43.0,102.0,185.9,NHANES
1.0,34.0,98.7,173.5,NHANES
1.0,27.0,125.3,180.7,NHANES
2.0,78.0,87.3,160.3,NHANES
2.0,79.0,107.1,162.0,NHANES
2.0,65.0,125.0,165.1,NHANES
2.0,73.0,107.1,158.0,NHANES
2.0,75.0,126.5,159.5,NHANES
1.0,59.0,109.3,169.7,NHANES
2.0,65.0,100.0,157.1,NHANES
1.0,71.0,125.6,167.3,NHANES
1.0,49.0,91.5,165.7,NHANES
2.0,48.0,99.8,167.0,NHANES
1.0,23.0,102.3,171.3,NHANES
1.0,59.0,127.9,174.5,NHANES
2.0,32.0,75.0,160.5,NHANES
1.0,80.0,85.6,172.2,NHANES
2.0,78.0,104.4,159.6,NHANES
2.0,62.0,120.5,165.2,NHANES
1.0,61.0,111.0,185.1,NHANES
2.0,20.0,112.9,167.8,NHANES
2.0,30.0,90.4,167.0,NHANES
2.0,68.0,99.5,142.3,NHANES
1.0,35.0,99.0,186.6,NHANES
2.0,32.0,92.3,160.3,NHANES
1.0,70.0,94.4,159.8,NHANES
1.0,61.0,101.3,177.1,NHANES
2.0,58.0,89.3,156.9,NHANES
2.0,67.0,129.3,160.0,NHANES
1.0,44.0,102.4,185.7,NHANES
2.0,48.0,74.0,153.8,NHANES
1.0,58.0,122.1,174.6,NHANES
2.0,35.0,137.5,161.5,NHANES
2.0,79.0,121.5,165.3,NHANES
2.0,63.0,124.6,160.9,NHANES
2.0,20.0,101.9,166.6,NHANES
2.0,52.0,77.3,173.7,NHANES
2.0,18.0,98.4,154.8,NHANES
2.0,65.0,94.2,154.5,NHANES
2.0,53.0,132.0,148.6,NHANES
1.0,22.0,90.0,185.7,NHANES
1.0,41.0,83.9,183.4,NHANES
1.0,48.0,82.0,181.8,NHANES
2.0,36.0,128.5,168.0,NHANES
1.0,33.0,101.8,164.5,NHANES
2.0,62.0,105.9,156.9,NHANES
1.0,55.0,97.5,179.1,NHANES
1.0,63.0,107.2,178.6,NHANES
2.0,39.0,82.0,162.9,NHANES
1.0,24.0,98.5,188.0,NHANES
1.0,72.0,93.9,162.6,NHANES
2.0,67.0,107.4,159.6,NHANES
1.0,38.0,108.7,178.5,NHANES
2.0,62.0,85.0,166.2,NHANES
1.0,57.0,96.6,163.8,NHANES
2.0,51.0,101.2,155.6,NHANES
2.0,69.0,138.5,162.2,NHANES
1.0,39.0,96.5,181.8,NHANES
1.0,36.0,84.7,180.0,NHANES
1.0,65.0,164.6,175.4,NHANES
2.0,41.0,104.8,161.9,NHANES
1.0,35.0,85.4,181.2,NHANES
2.0,56.0,104.7,161.2,NHANES
1.0,23.0,88.0,185.4,NHANES
2.0,73.0,125.4,159.5,NHANES
1.0,32.0,88.7,183.0,NHANES
2.0,22.0,97.0,162.9,NHANES
1.0,45.0,111.5,187.6,NHANES
2.0,80.0,109.2,153.4,NHANES
2.0,61.0,108.6,153.6,NHANES
2.0,19.0,100.8,157.5,NHANES
2.0,58.0,104.0,154.9,NHANES
2.0,70.0,68.1,156.6,NHANES
2.0,27.0,87.1,164.0,NHANES
1.0,80.0,120.0,175.7,NHANES
1.0,63.0,143.8,176.5,NHANES
1.0,62.0,91.8,170.7,NHANES
2.0,77.0,117.4,160.6,NHANES
2.0,42.0,140.5,154.0,NHANES
1.0,76.0,108.7,183.3,NHANES
2.0,28.0,111.6,173.4,NHANES
1.0,36.0,109.3,171.8,NHANES
1.0,74.0,97.7,178.7,NHANES
1.0,60.0,95.4,168.5,NHANES
2.0,36.0,127.1,161.7,NHANES
2.0,61.0,76.9,152.8,NHANES
1.0,68.0,114.5,171.5,NHANES
2.0,56.0,103.2,166.1,NHANES
1.0,66.0,111.7,165.5,NHANES
1.0,65.0,107.1,188.3,NHANES
1.0,35.0,105.8,172.0,NHANES
2.0,56.0,98.5,157.0,NHANES
2.0,31.0,87.2,163.9,NHANES
2.0,39.0,76.0,168.9,NHANES
2.0,63.0,104.9,158.7,NHANES
2.0,44.0,90.8,174.7,NHANES
2.0,58.0,120.5,166.8,NHANES
2.0,74.0,108.7,157.5,NHANES
2.0,66.0,89.0,151.5,NHANES
2.0,36.0,139.6,159.2,NHANES
2.0,65.0,110.4,162.5,NHANES
2.0,76.0,92.0,163.2,NHANES
2.0,67.0,111.8,171.6,NHANES
1.0,35.0,92.0,184.9,NHANES
2.0,69.0,101.3,168.3,NHANES
1.0,54.0,90.5,173.8,NHANES
2.0,70.0,102.3,164.2,NHANES
1.0,59.0,90.0,182.2,NHANES
1.0,49.0,94.2,171.9,NHANES
1.0,18.0,83.7,180.2,NHANES
2.0,18.0,74.9,154.7,NHANES
1.0,66.0,101.7,176.8,NHANES
1.0,48.0,103.8,177.4,NHANES
2.0,35.0,85.7,163.4,NHANES
2.0,63.0,107.4,162.5,NHANES
1.0,22.0,113.3,182.4,NHANES
2.0,19.0,94.7,154.9,NHANES
2.0,59.0,88.4,161.3,NHANES
2.0,53.0,122.4,172.0,NHANES
2.0,21.0,79.2,166.9,NHANES
1.0,43.0,90.7,190.1,NHANES
2.0,41.0,81.9,160.2,NHANES
2.0,76.0,87.9,164.2,NHANES
1.0,77.0,121.5,168.3,NHANES
2.0,18.0,77.5,155.5,NHANES
1.0,18.0,71.5,176.2,NHANES
1.0,80.0,88.9,154.2,NHANES
1.0,77.0,96.4,166.6,NHANES
2.0,60.0,88.6,156.2,NHANES
1.0,74.0,131.3,181.6,NHANES
1.0,71.0,101.4,167.8,NHANES
2.0,48.0,91.9,154.2,NHANES
1.0,49.0,110.4,178.6,NHANES
2.0,25.0,70.0,155.6,NHANES
2.0,61.0,109.1,155.8,NHANES
1.0,23.0,77.4,175.7,NHANES
2.0,23.0,75.0,164.8,NHANES
2.0,50.0,104.5,167.1,NHANES
1.0,71.0,101.4,172.4,NHANES
2.0,79.0,112.5,155.1,NHANES
2.0,80.0,111.2,164.7,NHANES
2.0,64.0,140.4,166.7,NHANES
1.0,27.0,95.9,175.7,NHANES
2.0,65.0,133.0,162.6,NHANES
2.0,73.0,130.6,159.9,NHANES
1.0,73.0,99.1,185.9,NHANES
2.0,80.0,101.4,159.9,NHANES
1.0,49.0,92.9,171.2,NHANES
1.0,24.0,93.4,181.4,NHANES
2.0,64.0,111.3,160.9,NHANES
2.0,35.0,86.4,170.9,NHANES
1.0,25.0,99.8,181.1,NHANES
1.0,27.0,101.5,173.4,NHANES
1.0,21.0,99.6,178.9,NHANES
1.0,59.0,87.2,183.6,NHANES
2.0,36.0,105.4,160.7,NHANES
1.0,32.0,87.0,173.8,NHANES
2.0,51.0,77.3,167.7,NHANES
2.0,53.0,81.2,164.0,NHANES
2.0,19.0,68.9,164.3,NHANES
2.0,23.0,108.1,153.2,NHANES
1.0,52.0,94.8,181.5,NHANES
2.0,70.0,86.7,154.2,NHANES
2.0,41.0,107.7,159.8,NHANES
1.0,21.0,108.5,177.3,NHANES
1.0,61.0,108.0,179.8,NHANES
2.0,68.0,100.6,156.9,NHANES
2.0,61.0,109.2,153.4,NHANES
2.0,64.0,79.9,162.3,NHANES
2.0,45.0,74.1,163.4,NHANES
2.0,61.0,92.7,153.4,NHANES
2.0,41.0,81.5,159.1,NHANES
2.0,70.0,83.6,151.4,NHANES
1.0,26.0,94.3,176.9,NHANES
1.0,64.0,92.5,183.4,NHANES
1.0,47.0,143.1,168.3,NHANES
2.0,43.0,115.5,157.1,NHANES
